-0.338,0.364
-0.451,-0.147
-0.958,0.105
0.530,0.821
-0.459,0.230
0.340,0.381
-0.553,-0.926
-0.352,-0.282
-0.464,0.051
-0.526,0.795
0.925,-0.541
0.545,-0.024
-0.793,-0.620
0.945,-0.042
-0.625,-0.673
-0.995,0.122
-0.616,0.865
-0.402,0.835
0.761,0.591
-0.280,-1.042
-0.570,-0.061
-0.948,0.540
0.476,0.279
-0.274,0.482
0.489,0.133
0.951,0.183
0.416,-0.077
-0.376,0.979
-0.210,-0.457
-0.141,-0.516
0.305,-0.983
0.507,0.083
-0.474,0.279
-0.991,-0.171
0.011,0.451
-0.191,0.445
-0.279,0.449
-0.417,0.317
0.762,-0.661
0.939,0.341
0.593,-0.828
0.033,0.498
0.963,0.275
0.259,0.412
0.849,-0.544
0.754,0.603
-1.027,-0.067
0.941,-0.095
0.050,-0.939
-0.372,0.985
-0.027,0.464
-0.220,-0.969
-0.764,0.670
-0.634,-0.678
-0.997,0.199
0.385,0.317
0.207,1.099
-0.039,1.032
0.217,0.479
0.457,0.182
-0.864,-0.371
0.181,-0.965
0.465,0.059
0.210,-0.497
0.330,0.374
0.024,-0.991
-0.898,0.249
0.408,0.820
0.295,-0.907
-0.360,-0.512
0.689,0.764
0.882,0.503
0.278,-0.422
-0.605,0.720
0.152,0.905
-0.397,-0.015
0.397,-0.222
0.916,0.086
0.908,-0.314
0.429,-0.082
0.375,0.251
0.878,-0.400
-0.905,-0.468
-0.332,-0.331
0.092,-0.522
0.829,-0.447
0.992,-0.031
-0.427,-0.140
0.235,0.489
-0.829,-0.533
0.200,0.405
-0.352,0.346
0.470,0.141
0.161,0.489
0.504,-0.171
-0.168,-0.498
-0.149,0.556
-0.380,0.050
0.441,-0.158
0.281,-0.932
-0.745,-0.606
-0.264,-0.563
-0.455,0.158
-0.426,-0.357
0.108,-0.606
0.110,-0.612
0.991,-0.167
-0.386,-0.414
-0.427,-0.917
0.318,0.950
-0.095,1.016
1.026,-0.351
0.719,0.857
0.479,0.813
0.653,-0.725
0.014,-0.528
0.430,-0.849
-0.878,0.504
-0.206,0.428
-0.052,-0.565
0.435,-0.140
-0.207,0.469
0.577,-0.833
1.004,0.102
0.391,0.258
0.434,0.898
-0.727,0.752
-0.113,-0.453
0.707,-0.703
0.975,-0.252
0.254,-0.316
-0.236,0.437
-0.396,-0.269
0.830,0.558
-0.743,0.579
0.538,0.101
-0.949,-0.074
-1.056,-0.291
-0.143,0.437
0.496,-0.859
-0.268,-0.937
-0.894,-0.399
-0.844,0.416
0.956,0.381
-0.831,0.359
0.182,-0.530
-0.111,0.997
0.348,-0.388
-0.027,0.997
-0.438,-0.890
-0.496,0.231
0.933,0.124
0.718,0.716
0.261,-0.420
-0.533,-0.210
0.455,0.936
0.004,-0.490
-0.309,-0.257
-0.172,0.989
0.259,-0.433
-0.301,0.896
0.481,-0.021
-0.240,-0.519
-0.483,-0.907
0.399,0.326
0.118,-0.520
-0.537,-0.044
-0.476,-0.283
0.181,-0.978
0.481,-0.249
-0.446,0.219
-0.516,0.079
-0.448,0.331
-0.215,-0.487
-0.479,-0.007
0.215,0.437
0.384,-0.273
-0.586,-0.762
-0.717,0.672
0.467,0.224
0.180,0.492
0.513,-0.890
0.126,0.423
-0.092,-0.939
-0.488,0.185
0.504,-0.227
-0.153,-1.033
0.046,0.607
-0.152,1.009
-0.380,-0.313
0.389,-0.260
-0.630,-0.765
0.249,1.003
-0.831,-0.093
-0.999,-0.280
-0.353,0.318
0.055,0.610
0.295,-0.428
-0.995,0.406
-0.448,0.066
