-0.945,0.349
-0.577,0.872
0.899,0.216
0.360,-0.316
0.437,-0.248
-0.000,-0.471
-0.050,-0.577
-0.282,-0.936
-0.504,-0.162
0.770,-0.579
0.499,-0.852
-0.472,-0.875
0.503,-0.774
0.534,0.189
-0.517,-0.168
0.519,-0.291
0.963,-0.271
-0.538,-0.029
0.999,0.171
-0.499,0.046
-0.464,0.314
0.487,-0.277
-0.436,-0.135
0.272,0.319
0.909,0.364
-0.900,0.193
-0.400,0.185
0.275,0.463
-0.215,0.433
-0.895,-0.387
-0.231,0.454
-0.415,0.286
-0.340,-0.337
0.733,-0.654
-0.457,0.197
0.280,-0.909
-0.525,0.795
-0.963,0.276
-0.418,-0.307
0.234,-0.344
-0.457,-0.118
-0.282,1.008
-0.210,0.916
0.303,-0.409
-0.498,-0.029
0.112,-0.925
0.355,-0.348
-0.114,0.439
0.913,0.143
0.909,0.501
-0.881,0.260
1.106,0.052
0.252,-0.452
-0.530,-0.118
0.702,0.553
0.001,0.981
-0.969,-0.007
0.959,0.130
-0.522,0.286
0.013,-1.078
-0.511,0.133
-0.821,-0.481
0.900,-0.474
-0.836,0.620
0.105,-0.545
-0.966,0.500
-0.656,-0.696
-0.889,-0.681
-0.434,-0.922
0.531,0.073
0.041,-1.029
0.189,0.396
0.258,0.962
-0.443,0.925
-0.049,0.470
0.794,-0.772
0.504,-0.273
0.425,-0.068
0.487,0.076
-0.408,0.969
-0.050,-0.434
-0.226,-0.971
0.879,-0.542
1.031,0.272
-0.621,0.767
0.501,-0.259
-0.158,0.504
-0.337,-0.391
0.348,-0.884
0.276,-0.447
0.587,0.712
0.451,0.226
-0.009,-0.466
0.233,-0.963
0.590,-0.777
-0.202,-0.471
0.189,0.578
0.322,-0.893
-0.163,-0.960
-0.225,-0.973
0.415,-0.217
-0.536,-0.016
1.020,-0.249
0.497,-0.031
0.079,-0.497
0.377,0.329
0.941,-0.409
1.020,-0.060
-0.905,-0.340
0.210,0.471
-0.925,0.104
-0.988,-0.237
-0.918,-0.366
-0.952,0.236
0.896,-0.352
0.455,-0.198
-0.511,0.026
0.751,0.691
-0.578,-0.758
0.946,-0.307
-1.001,0.068
-0.869,0.143
0.247,1.088
-0.485,-0.004
-0.391,0.281
0.417,-0.789
0.441,0.887
0.775,0.767
0.474,0.147
0.140,-1.030
0.422,0.821
0.547,0.007
-0.085,0.978
-0.154,0.539
0.449,0.061
-0.458,0.061
0.330,-0.334
-0.249,0.357
0.904,0.390
-0.347,0.340
-0.253,0.458
0.224,-0.491
-0.282,-0.400
0.106,0.412
-0.563,-0.788
0.503,-0.959
-0.132,0.509
0.052,-0.531
0.570,-0.040
-0.207,0.947
-0.814,-0.514
0.555,0.878
0.371,0.256
0.050,-0.448
-0.336,0.428
-0.864,-0.506
0.319,0.370
0.981,0.025
-0.985,-0.071
-0.284,0.421
-0.439,0.014
-0.792,0.665
0.027,0.504
0.964,-0.108
0.470,-0.106
0.271,0.487
-0.967,-0.171
0.435,-0.802
-0.514,0.851
-0.251,0.451
-0.469,-0.267
0.349,0.395
0.505,0.203
0.522,0.133
0.821,0.509
-0.951,0.103
-0.453,-0.172
0.154,-0.475
0.450,0.253
0.123,-0.558
-0.677,-0.742
0.652,-0.781
0.825,0.543
0.367,0.447
0.029,-1.005
0.352,0.987
-0.908,-0.016
-0.745,0.637
-0.520,-0.015
0.363,0.897
0.715,-0.671
-0.600,-0.811
-0.104,0.464
-0.260,-0.420
0.501,-0.166
0.532,-0.701
0.855,-0.561
0.179,0.447
0.143,0.547
-0.999,0.069
-0.074,-0.972
-0.328,-0.303
-0.057,0.481
0.090,-0.450
-0.325,0.369
0.902,-0.473
0.328,0.244
0.410,-0.190
0.211,0.920
0.529,0.832
0.254,0.369
-0.098,0.479
0.448,0.026
0.165,0.973
-0.295,-0.387
0.822,-0.595
0.947,0.345
0.724,0.722
-0.103,1.016
0.923,-0.325
-0.477,0.044
0.513,-0.777
-0.372,0.267
-0.352,0.361
-0.262,-0.375
0.293,-0.451
-0.788,0.748
-0.876,0.420
-0.998,-0.473
0.008,0.442
0.420,-0.264
-0.113,0.476
-0.781,-0.659
-0.146,-0.493
-0.418,-0.284
0.603,0.230
-0.502,-0.861
0.159,0.935
0.389,-0.437
-0.741,-0.701
-0.184,-0.392
0.737,0.645
-0.309,0.363
-0.113,-0.489
-0.133,-0.524
-0.998,0.424
-0.009,0.508
0.474,0.187
-0.859,0.437
-0.322,0.111
-0.775,0.628
-0.464,0.698
-0.696,0.705
0.909,0.560
0.264,-0.416
0.376,0.279
-0.159,0.948
-0.327,-0.362
-0.232,-0.435
-0.449,-0.282
-0.497,-0.127
-0.321,0.913
0.468,-0.026
-0.432,0.273
0.236,-1.060
-0.427,0.143
-0.329,0.987
-0.247,-0.580
0.536,0.001
-0.679,-0.795
-0.368,-0.904
0.342,0.406
-0.442,-0.870
0.477,0.301
0.177,-0.496
1.005,0.075
-0.458,-0.294
0.522,0.850
-0.008,0.469
-0.127,-0.358
-1.003,-0.170
0.012,1.022
0.054,-0.412
-0.270,-0.415
0.868,-0.353
0.512,-0.016
-0.563,-0.628
-0.302,-0.946
0.397,0.871
0.319,-0.281
0.694,0.736
-0.943,0.596
0.948,0.315
-0.510,0.770
-0.081,-0.943
0.077,0.477
-0.483,0.307
0.793,0.534
-0.896,-0.416
0.085,0.939
