0.112,0.453
-0.101,0.528
-0.486,-0.249
0.709,0.683
0.059,-0.493
0.484,0.874
0.373,-0.896
0.452,-0.365
-0.190,1.033
0.452,-0.407
-0.487,0.815
-0.446,-0.224
0.381,0.438
-0.675,0.765
0.106,-0.467
0.410,0.200
-0.908,-0.066
-0.215,-0.998
0.733,0.713
0.966,-0.287
0.115,-0.460
-0.586,0.754
-0.868,0.551
-0.484,0.216
-0.286,-0.398
0.454,-0.833
0.354,-0.945
-0.979,-0.359
0.336,0.399
0.016,0.494
0.344,-0.205
0.724,0.736
0.489,-0.102
-0.570,0.856
-0.422,0.334
-0.262,0.982
0.487,0.112
-0.272,-0.526
-0.414,0.795
-0.253,0.406
-0.318,0.499
-0.432,0.322
0.572,-0.907
-0.059,0.540
-0.369,-0.385
-0.527,0.116
0.167,0.459
-0.875,-0.312
-0.205,0.493
-0.301,0.408
0.342,-0.336
-0.372,-0.351
0.904,0.344
0.285,0.280
-0.505,-0.800
0.427,-0.154
-1.020,0.138
0.062,-0.567
0.943,0.465
0.478,0.289
0.433,-0.254
-0.653,0.823
0.039,0.985
-0.258,0.472
0.924,0.118
0.106,0.489
-0.457,-0.133
-0.177,-0.521
0.534,-0.119
-0.133,-0.487
-0.543,0.805
-0.429,0.172
0.417,-0.309
-0.413,-0.359
0.767,0.573
-0.264,1.045
-0.766,0.618
-0.518,-0.808
0.019,-0.450
-0.098,-0.486
-0.297,0.384
0.288,-0.984
-0.227,-0.986
0.216,0.958
-0.292,0.360
0.151,-0.523
0.440,0.204
-0.533,0.009
-0.462,-0.019
-0.380,0.901
0.269,0.872
-0.010,1.079
0.486,-0.860
0.230,0.454
0.621,-0.844
0.063,1.076
0.372,-0.318
0.588,0.661
-0.301,0.916
-0.979,0.256
0.455,0.149
1.107,0.035
-0.014,-1.000
-0.887,-0.426
-0.895,-0.360
-0.244,-0.532
0.415,-0.894
0.242,-0.447
0.930,0.129
0.383,-0.917
0.708,-0.715
-0.997,-0.373
-0.410,0.289
0.945,-0.527
-0.389,0.468
0.226,-1.036
-0.379,0.893
-0.941,0.225
-0.037,1.051
0.750,0.622
0.921,0.290
-0.094,-0.487
-0.209,-0.414
0.467,-0.130
-0.452,-0.251
0.019,-0.406
-0.673,-0.762
0.115,-0.999
-0.212,-1.107
-0.263,0.321
0.895,0.527
0.089,-0.914
0.938,0.388
-0.695,-0.705
0.082,-0.994
0.832,0.326
0.289,0.394
-0.025,0.479
-0.410,0.281
1.099,-0.167
-0.024,0.443
0.535,-0.135
0.205,-0.989
-0.858,0.685
-0.546,-0.844
0.387,0.879
0.517,0.740
-0.843,-0.556
0.470,-0.930
-0.488,-0.228
-0.981,-0.151
-0.475,-0.868
-0.571,0.831
0.358,-1.027
-0.550,0.011
-0.536,-0.273
-0.032,0.432
-0.348,-0.201
-0.074,0.530
-0.262,0.388
0.161,1.011
1.005,0.097
0.416,0.951
-1.004,-0.192
-0.189,-0.446
0.998,-0.228
0.269,-1.063
-0.221,-0.975
0.397,0.098
-0.406,-0.176
0.218,0.931
0.418,0.295
0.399,-0.137
-0.093,-1.066
0.354,-0.893
0.606,0.712
-0.446,0.138
0.069,-0.470
-0.381,-0.282
0.044,-0.986
-1.051,0.120
0.462,0.196
0.922,-0.399
-0.483,-0.125
-0.282,-0.881
0.233,-0.412
0.939,-0.200
-0.306,-0.382
-1.052,-0.008
-0.318,-0.376
0.487,-0.090
-0.024,0.482
-0.954,-0.237
-0.477,0.828
0.099,-1.051
-0.831,-0.528
0.484,0.246
-0.409,-0.323
0.509,-0.184
-0.323,-0.951
-0.906,0.404
0.231,0.981
-0.912,0.442
-0.400,0.944
0.874,0.443
-0.411,-0.157
-1.034,0.224
0.359,-0.241
-0.182,0.494
-0.193,-0.473
-0.153,0.406
0.297,0.341
0.873,-0.419
0.417,-0.259
-0.727,0.696
0.746,0.688
0.295,-0.529
0.298,-0.896
0.899,-0.580
-0.135,-0.415
-0.881,0.495
-0.069,0.491
1.031,-0.023
-0.422,-0.253
-0.133,-1.011
-0.718,-0.751
0.498,0.114
0.159,-0.492
-0.091,0.531
-0.509,-0.116
1.024,-0.063
0.475,0.004
0.467,-0.954
1.035,0.192
-0.156,-0.461
-0.368,-1.013
-0.837,0.375
0.944,0.287
-0.188,0.433
-0.887,-0.317
0.440,0.037
0.211,0.924
0.427,0.130
0.051,-0.534
0.997,-0.033
-0.285,0.443
-0.896,-0.400
-0.299,0.297
-0.475,0.143
0.456,0.898
-0.274,-0.544
-0.427,0.922
0.057,0.560
0.122,-0.505
0.999,-0.153
-0.095,0.984
-0.447,0.235
-0.115,-0.519
-0.410,-0.263
0.770,0.708
-0.161,0.420
-0.562,0.147
0.929,-0.281
0.364,0.421
0.267,0.375
0.979,-0.223
-0.412,-0.228
-0.449,-0.265
0.456,-0.271
-0.202,1.033
-0.773,0.613
0.009,-0.483
-0.298,-0.365
0.741,-0.538
0.339,-0.344
0.511,0.196
-0.393,-0.278
