-0.365,-0.232
0.946,-0.257
0.139,-0.951
-0.403,-0.274
0.962,0.339
0.362,0.363
0.912,-0.339
0.943,0.158
-0.355,-0.349
0.577,-0.825
0.546,0.887
0.318,0.926
-0.446,-0.268
0.138,-0.528
0.353,-0.307
0.725,0.744
-0.556,-0.948
0.160,0.975
-0.758,-0.703
0.783,0.711
0.164,-0.965
-0.852,0.552
0.286,-0.433
0.433,1.047
-0.798,-0.498
0.962,-0.380
-0.469,-0.251
-0.365,1.017
1.094,-0.159
-0.455,0.109
-0.361,0.172
0.272,0.383
-1.015,0.127
-0.299,-0.296
-0.927,0.255
0.790,-0.629
-0.975,-0.154
-0.086,-0.495
-0.128,0.950
0.810,0.649
-0.787,-0.576
-0.798,0.449
0.172,0.489
-0.525,0.137
-0.397,0.274
-0.874,0.411
0.370,-0.957
-0.845,-0.392
0.088,0.488
-0.422,0.971
1.018,-0.012
-0.341,0.407
-0.182,0.384
0.507,0.242
-0.197,0.502
0.462,-0.081
-0.611,-0.857
-0.199,0.920
0.321,0.339
0.307,1.023
-0.420,0.908
-0.454,0.315
0.074,-0.490
0.680,-0.785
0.592,0.675
-0.243,-0.907
0.983,-0.136
-0.798,0.631
-0.419,0.069
0.487,0.868
0.430,-0.089
-0.590,-0.785
-0.374,-0.372
0.323,0.312
0.148,-0.600
0.932,-0.149
0.978,-0.068
0.889,-0.484
0.253,-0.350
-0.661,-0.763
0.494,-0.896
0.233,-0.440
0.462,0.231
-0.541,0.169
-0.498,-0.048
-0.038,0.486
0.210,0.443
0.058,0.562
0.100,0.541
-0.425,-0.112
-0.747,-0.572
-0.232,-0.361
-0.326,0.334
0.903,-0.450
-0.955,0.225
-0.907,0.221
0.576,-0.077
-0.219,0.922
-0.405,-0.142
0.584,-0.030
0.840,0.687
-0.252,-0.992
0.954,0.109
-0.142,-0.474
0.404,-0.404
0.517,-0.048
0.785,-0.643
0.988,-0.364
0.072,-0.507
-0.415,0.119
0.690,-0.818
-0.377,-0.295
0.453,-0.015
-0.313,0.365
-0.772,0.595
0.112,0.984
